n_months,ann_return_strategy,ann_return_benchmark,ann_vol_strategy,ann_vol_benchmark,sharpe_strategy,sharpe_benchmark,max_dd_strategy,max_dd_benchmark,hit_rate_vs_bench,avg_excess_ret_monthly,avg_monthly_turnover,top_sector__Consumer_Cyclical,top_sector__Energy,top_sector__Communications,top_sector__Consumer_Non_Cyclical,top_sector__Basic_Industry
195,0.044001650503803,0.06773799257771351,0.0454766392168777,0.07529465224530486,0.9485842467410116,0.8728601745808738,-0.1247444868988482,-0.1643123472846707,0.3487179487179487,-0.001863409728323984,0.3581274042828856,0.1592723748267651,0.1349354623157031,0.10430266176629004,0.09802865582613848,0.08651304745361392
