Date,strat_total_ret,strat_excess_ret,invested_frac,n_holdings,bench_total_ret,bench_excess_ret,n_universe,RealizedDate
2013-03-01,0.008416842590511089,0.007656526214379454,0.9999999999999999,193,0.017213734567901238,0.01195570987654321,1944.0,2013-04-01
2013-04-01,0.003934728070084816,0.00535226949161836,1.0,189,-0.0014785532348446256,0.009378858889454915,1963.0,2013-05-01
2013-05-01,-0.00851047599471753,-0.007761644312660689,1.0000000000000002,188,-0.025305424769703176,-0.016571136131013308,1954.0,2013-06-01
2013-06-01,0.005311694594594594,0.004545986486486486,0.9999999999999998,194,0.01758267202410849,0.017289904570567553,1991.0,2013-07-01
2013-07-01,0.0021970626697391167,0.0028257815406139415,1.0,193,-0.00451455727863932,0.00014882441220610306,1999.0,2013-08-01
2013-08-01,0.001029288335773793,-0.00036012277457161306,0.9999999999999998,195,0.00858389328063241,0.0008192193675889329,2024.0,2013-09-01
2013-09-01,0.009191769407879524,0.0086633414262571,1.0000000000000002,196,0.023505272995573045,0.01937630609936055,2033.0,2013-10-01
2013-10-01,0.007744442163712406,0.007570742755367894,0.9999999999999998,200,0.006453612716763006,0.008341425818882467,2076.0,2013-11-01
2013-11-01,0.0022605105517767518,0.003495857348815328,1.0000000000000002,201,0.005741662685140946,0.01398270425226947,2093.0,2013-12-01
2013-12-01,0.0029366455766134114,0.00153775926386912,1.0,202,0.007932664756446993,-0.0025473256924546323,2094.0,2014-01-01
2014-01-01,0.006509949336475495,0.0061918227142780755,1.0000000000000004,202,0.017893806574559315,0.015584992853739875,2099.0,2014-02-01
2014-02-01,0.0012434026504983334,0.0018020559187301932,1.0,201,0.004094182164997615,0.0074317596566523605,2097.0,2014-03-01
2014-03-01,0.003020851933341983,0.0026319013466091024,1.0000000000000002,201,0.007263097514340344,0.0034046367112810704,2092.0,2014-04-01
2014-04-01,0.007345282150715384,0.006454500984576466,0.9999999999999999,200,0.008538524197412554,0.0013641111643507428,2087.0,2014-05-01
2014-05-01,0.004106716313420174,0.004401774514478375,0.9999999999999999,202,0.008425821819914246,0.009750976655550263,2099.0,2014-06-01
2014-06-01,-0.0030082964812117928,-0.0027288688617176826,0.9999999999999998,204,-0.010122924528301887,-0.00802311320754717,2120.0,2014-07-01
2014-07-01,0.004181735889243876,0.003424653887113951,1.0,206,0.012636713615023474,0.004920469483568076,2130.0,2014-08-01
2014-08-01,-0.005946166287933202,-0.005586627984640633,0.9999999999999999,206,-0.0193,-0.015382196261682244,2140.0,2014-09-01
2014-09-01,-0.004118660000000001,-0.0063912000000000005,1.0000000000000002,205,0.006377710280373832,-0.001628271028037383,2140.0,2014-10-01
2014-10-01,4.7490083211961946e-05,-0.0005696932836826217,0.9999999999999998,210,-0.007632290708371666,-0.013617295308187671,2174.0,2014-11-01
2014-11-01,-0.013472082856210021,-0.01241965436998747,0.9999999999999998,212,-0.01920439761795694,-0.017545533669262484,2183.0,2014-12-01
2014-12-01,-0.001011598484848486,-0.005114136363636366,1.0000000000000002,213,0.002868764146672703,-0.015756541421457673,2209.0,2015-01-01
2015-01-01,0.015236150234741784,0.016644600938967136,1.0,213,0.02639220308250227,0.03624029918404352,2206.0,2015-02-01
2015-02-01,-0.004565811496719349,-0.005540097181529319,0.9999999999999999,213,-0.005817660446062813,-0.011104187528447884,2197.0,2015-03-01
2015-03-01,0.009600613183444044,0.009186612161471638,0.9999999999999998,211,0.01457151985394797,0.016175079872204474,2191.0,2015-04-01
2015-04-01,0.0025288699915097983,0.0022287704535990664,1.0000000000000002,211,0.0027821315192743763,0.0026740589569160997,2205.0,2015-05-01
2015-05-01,-0.002753314261317901,-0.002775289217145354,1.0,210,-0.015027518315018314,-0.010317857142857143,2184.0,2015-06-01
2015-06-01,-0.008219692682926829,-0.008632442276422764,1.0,211,-0.01217953081876725,-0.01757465501379945,2174.0,2015-07-01
2015-07-01,-0.014384761904761905,-0.014320476190476192,1.0,210,-0.021720901421366345,-0.022132037180192573,2181.0,2015-08-01
2015-08-01,-0.008462154455445544,-0.010676443564356434,0.9999999999999998,207,-0.024239535962877028,-0.032395684454756386,2155.0,2015-09-01
2015-09-01,0.014129006896551726,0.014891393103448279,1.0000000000000002,208,0.02145180055401662,0.024993305632502308,2166.0,2015-10-01
2015-10-01,-0.01151791502590674,-0.010368476683937828,1.0000000000000004,208,-0.024278998609179415,-0.021013259156235514,2157.0,2015-11-01
2015-11-01,-0.022410144927536232,-0.022169565217391305,1.0,207,-0.035934615384615384,-0.03425027803521779,2158.0,2015-12-01
2015-12-01,-0.030605825242718442,-0.035060679611650485,0.9999999999999999,206,-0.028346459972235078,-0.04535826006478482,2161.0,2016-01-01
2016-01-01,-0.04490427834561141,-0.04593045674899028,1.0,205,-0.008330252100840336,-0.01392376283846872,2142.0,2016-02-01
2016-02-01,0.0731933467474315,0.07181949730924565,1.0,203,0.07360314111579934,0.0717374589779653,2133.0,2016-03-01
2016-03-01,0.025802896564143755,0.025235519930754527,1.0000000000000002,207,0.050106844660194175,0.05039047528432732,2163.0,2016-04-01
2016-04-01,0.0358114923348355,0.03614486987457193,1.0,207,0.012250092336103417,0.013270960295475531,2166.0,2016-05-01
2016-05-01,0.00642766034964739,0.003378931416196671,0.9999999999999998,205,0.013824999999999999,-0.0009511194029850745,2144.0,2016-06-01
2016-06-01,0.00981560975609756,0.009729268292682927,1.0,205,0.02755768156424581,0.02656671322160149,2148.0,2016-07-01
2016-07-01,0.01405904365548609,0.014426788610774706,0.9999999999999999,204,0.022896949788831535,0.02706180197090568,2131.0,2016-08-01
2016-08-01,0.008201918985166264,0.007352104324824147,0.9999999999999999,201,0.008655192034139404,0.007480986249407302,2109.0,2016-09-01
2016-09-01,0.012402977265903883,0.012279013193857507,0.9999999999999998,199,0.009460986117759694,0.014513547151747247,2089.0,2016-10-01
2016-10-01,0.006783704391952259,0.008274001179287426,1.0000000000000002,199,-0.0038022030651340996,0.01282418582375479,2088.0,2016-11-01
2016-11-01,0.009876961038961041,0.009423253628724218,1.0000000000000002,198,0.018945407762338284,0.019302622735984667,2087.0,2016-12-01
2016-12-01,0.005869513618677043,0.004710641374837872,1.0,194,0.017123972602739724,0.015078326810176125,2044.0,2017-01-01
2017-01-01,0.0058661291142036685,0.0051249735365584284,1.0000000000000002,194,0.013340997073170732,0.010117248297560975,2050.0,2017-02-01
2017-02-01,0.001433768616794109,0.001429448024438478,0.9999999999999999,193,-0.001830829268292683,-0.002013512195121951,2050.0,2017-03-01
2017-03-01,0.005595013287942016,0.004649067153525148,1.0,194,0.012855233267716535,0.007725817263779527,2032.0,2017-04-01
2017-04-01,0.0043131934475055846,0.003684232017870439,1.0,194,0.007151982378854625,0.003346793930494371,2043.0,2017-05-01
2017-05-01,-0.00026629932985852575,-0.0007794482501861499,0.9999999999999998,193,0.0009095318204242725,0.0029153987715836212,2027.0,2017-06-01
2017-06-01,0.004721463266529639,0.003462550278090239,0.9999999999999999,191,0.010526489734601904,0.007894992488733099,1997.0,2017-07-01
2017-07-01,0.002467899574878803,0.0010499920961047576,1.0000000000000002,190,-0.0006506753376688344,-0.006909804902451225,1999.0,2017-08-01
2017-08-01,0.005807196907159406,0.005507424131629759,0.9999999999999998,189,0.011126872469635627,0.016262145748987853,1976.0,2017-09-01
2017-09-01,0.005242280850320621,0.004702366967436034,1.0000000000000002,188,0.00598761329305136,0.006836455186304128,1986.0,2017-10-01
2017-10-01,0.0034198734994381496,0.003171958711790368,1.0000000000000002,191,-0.0015214465092918132,0.0007132094424912104,1991.0,2017-11-01
2017-11-01,0.0024503778293976024,0.0017462727653766634,1.0,190,0.0031667167167167168,0.002346346346346346,1998.0,2017-12-01
2017-12-01,0.0031737386488652356,0.0029188137413907805,1.0000000000000002,190,0.008300299850074962,0.016919890054972516,2001.0,2018-01-01
2018-01-01,-7.59387470808745e-05,-0.0004170543941742549,1.0,190,-0.00800380761523046,-0.00474188376753507,1996.0,2018-02-01
2018-02-01,0.0005873387096774192,-0.0006306451612903225,0.9999999999999997,190,-0.005965334665334666,-0.011295904095904096,2002.0,2018-03-01
2018-03-01,0.0039851851851851845,0.00357037037037037,1.0,189,0.0067598079838302174,0.012160352804446689,1979.0,2018-04-01
2018-04-01,0.005849639781420765,0.003540046510382513,0.9999999999999999,187,0.0012771410515672395,-0.004870403923154702,1978.0,2018-05-01
2018-05-01,0.0027505,0.0016039050279329607,0.9999999999999999,187,0.004114987212276215,0.004080358056265985,1955.0,2018-06-01
2018-06-01,0.005834938202247191,0.004996331460674157,1.0,186,0.008946442740286298,0.010821690056237218,1956.0,2018-07-01
2018-07-01,0.003676470588235294,0.0012855614973262032,0.9999999999999999,187,0.006650715015321757,0.0006756894790602657,1958.0,2018-08-01
2018-08-01,0.003789385474860335,0.0032531731843575416,0.9999999999999999,187,0.005316795069337443,0.01013050847457627,1947.0,2018-09-01
2018-09-01,-0.005337005586592178,-0.0069974999999999985,0.9999999999999999,187,-0.015822777663934424,-0.015640698775614754,1952.0,2018-10-01
2018-10-01,-0.006290179046515031,-0.00917064757982754,0.9999999999999999,186,-0.011975680205655528,-0.01887354208226221,1945.0,2018-11-01
2018-11-01,-0.01713630939267033,-0.022184889602824703,1.0,186,-0.023059886128364387,-0.03832324016563147,1932.0,2018-12-01
2018-12-01,0.02132913636363637,0.018508318181818185,1.0000000000000002,184,0.04304828125,0.03866901041666667,1920.0,2019-01-01
2019-01-01,0.0044223279883656,0.002912209053160988,0.9999999999999998,183,0.01580889235569423,0.016674414976599064,1923.0,2019-02-01
2019-02-01,-0.00012437655075960385,-0.0036714991711637407,0.9999999999999998,181,0.007588892913385827,-0.0041617759842519685,1905.0,2019-03-01
2019-03-01,0.0004596540977921628,-0.0014323202404346318,1.0,179,0.013565556908417153,0.013097459258867126,1889.0,2019-04-01
2019-04-01,-0.00694844010051037,-0.010480975601918732,1.0,178,-0.01466590181430096,-0.027827694770544288,1874.0,2019-05-01
2019-05-01,0.0032499448292114355,-0.0002584875919105194,0.9999999999999999,179,0.018259105603448275,0.01095959051724138,1856.0,2019-06-01
2019-06-01,0.0008065527599546191,-0.00023354887515374288,0.9999999999999998,176,0.004243371967654987,0.005108829132075471,1855.0,2019-07-01
2019-07-01,-0.0033859375299023684,-0.007117973327016046,1.0,179,-0.0012547919105907396,-0.016800363672166047,1879.0,2019-08-01
2019-08-01,-0.0015687527295921583,-0.0028402647811043087,0.9999999999999999,173,0.0019803107890499195,0.005008646140633387,1863.0,2019-09-01
2019-09-01,-0.0026055059339717968,-0.00494110286640269,1.0000000000000002,172,-0.0024985359085963003,-0.005204724336235039,1838.0,2019-10-01
2019-10-01,0.00345992024806654,0.0025574793347730917,1.0,171,0.0021721284153005463,0.003611639693989071,1830.0,2019-11-01
2019-11-01,0.007163545047194414,0.005650174881353115,1.0000000000000002,171,0.024156160239000544,0.02436425380228137,1841.0,2019-12-01
2019-12-01,0.0015567634989964495,-0.0007610018144613555,0.9999999999999999,173,0.0029458518918918917,-0.008513436740540541,1850.0,2020-01-01
2020-01-01,-0.00294532731185155,-0.005776291698907755,1.0,175,-0.016712122892876564,-0.029486118994018488,1839.0,2020-02-01
2020-02-01,-0.0861365303259777,-0.09274884013062215,1.0000000000000002,178,-0.1501088621432418,-0.16771908846526654,1857.0,2020-03-01
2020-03-01,0.0009648693798449615,-0.00021779861589147205,1.0,182,0.0343072234548336,0.031476330311674586,1893.0,2020-04-01
2020-04-01,0.05373686681818183,0.05324225405909092,1.0000000000000002,184,0.0677955749486653,0.06651305227926078,1948.0,2020-05-01
2020-05-01,-0.0017606315872774156,-0.0019860140188040923,1.0000000000000002,187,0.03285162011173185,0.03210167192991366,1969.0,2020-06-01
2020-06-01,0.00908954237793369,0.008204578586904088,0.9999999999999999,192,0.038005182091045524,0.033804414492246124,1999.0,2020-07-01
2020-07-01,0.013607276218385407,0.013570507009602235,1.0,190,0.014794168644906035,0.01726241600890208,2022.0,2020-08-01
2020-08-01,-0.0015732409340300008,-0.001771369869910469,1.0000000000000002,192,-0.00788794315373208,-0.008336603910034603,2023.0,2020-09-01
2020-09-01,0.004269519033372091,0.00437441498997101,0.9999999999999999,195,0.005457815840621963,0.008762207142857142,2058.0,2020-10-01
2020-10-01,0.03043582190417136,0.03017831419478763,1.0,198,0.04883499325301205,0.04753660987951807,2075.0,2020-11-01
2020-11-01,0.010142069977634206,0.009915895360912662,0.9999999999999999,198,0.025606536503362153,0.025674349812680117,2082.0,2020-12-01
2020-12-01,0.005401838097371796,0.0052763628069050685,0.9999999999999999,200,0.007758557974443919,0.01047132204921912,2113.0,2021-01-01
2021-01-01,0.005547344997394646,0.0057421260072334935,1.0000000000000004,201,0.007146347473784557,0.014362121367969495,2098.0,2021-02-01
2021-02-01,0.004950712735553072,0.005097763653475317,1.0000000000000004,201,0.008723787664783428,0.015054481403013183,2124.0,2021-03-01
2021-03-01,0.0042727706410765065,0.0038764973507581756,0.9999999999999998,200,0.011875779990516831,0.008230245851114272,2109.0,2021-04-01
2021-04-01,0.004879703204326026,0.00450193410250164,0.9999999999999997,199,0.0038373568052930056,0.001787148742911153,2116.0,2021-05-01
2021-05-01,0.005482200601517075,0.005920601382692278,0.9999999999999999,202,0.014218682391405885,0.013164171872956563,2141.0,2021-06-01
2021-06-01,0.0018058737167860254,0.001153756308692039,1.0,203,0.003582250231267345,-0.0032367269842738205,2162.0,2021-07-01
2021-07-01,0.003735061241648207,0.0037413868078255636,1.0,206,0.005132182026593306,0.006550897083906465,2181.0,2021-08-01
2021-08-01,0.0028033106410233553,0.0030250072699203817,1.0,204,0.0018587945269016696,0.006916361512059369,2156.0,2021-09-01
2021-09-01,0.0025021423250055097,0.0034654120419597054,1.0,207,-0.000633786241920591,0.0024491929316712833,2166.0,2021-10-01
2021-10-01,-0.0014285188085998355,-0.0014474255808798117,0.9999999999999999,208,-0.009077462131519274,-0.01135905079818594,2205.0,2021-11-01
2021-11-01,0.0071183804290947126,0.007867324992150704,0.9999999999999998,211,0.016981748063781322,0.01971145914806378,2195.0,2021-12-01
2021-12-01,-0.0038757145277191324,-0.0016701361692199545,0.9999999999999999,211,-0.02360257851150203,-0.012391291267478574,2217.0,2022-01-01
2022-01-01,-0.0037133708920187793,-0.0022407331455399065,1.0,213,-0.011483987243735764,-0.006882778164009112,2195.0,2022-02-01
2022-02-01,-0.004465987116564417,0.0007968668466257671,1.0,211,-0.011688472627737225,0.011265955428832117,2192.0,2022-03-01
2022-03-01,-0.006678113998852555,-0.004114732563970168,1.0000000000000002,208,-0.03223525373831775,-0.015421733364485981,2140.0,2022-04-01
2022-04-01,9.416297134238318e-05,-0.003955121729512318,1.0,205,-0.001684646726330664,-0.007504911073951954,2123.0,2022-05-01
2022-05-01,-0.03312117557463306,-0.028206411200498473,0.9999999999999998,203,-0.06426944253695756,-0.056058766351931334,2097.0,2022-06-01
2022-06-01,0.023525786194637834,0.019362380296548663,1.0000000000000002,200,0.051546464285714286,0.03609300460424711,2072.0,2022-07-01
2022-07-01,-0.004539337127689714,-0.00011802526780882816,0.9999999999999999,201,-0.014799219874396134,0.005457126357487923,2070.0,2022-08-01
2022-08-01,-0.013155819640258587,-0.0046833726683484,0.9999999999999998,199,-0.040436919394235465,-0.016089439081582804,2047.0,2022-09-01
2022-09-01,0.011881736994818655,0.012250705105077721,1.0000000000000002,198,0.02285411976630964,0.02776258271178189,2054.0,2022-10-01
2022-10-01,0.011325628102505036,0.005393064805067664,0.9999999999999998,197,0.023047281849483525,0.004797216153467782,2033.0,2022-11-01
2022-11-01,-0.007306719148936169,-0.010081304228867162,0.9999999999999998,195,-0.005358669303015324,-0.003278285343549184,2023.0,2022-12-01
2022-12-01,0.01539266691417964,0.009090470368127946,1.0,196,0.03772281324110672,0.02141266209486166,2024.0,2023-01-01
2023-01-01,0.022934405241379317,0.02560786785379311,0.9999999999999999,195,-0.007370675049309665,0.009339859689349113,2028.0,2023-02-01
2023-02-01,0.00600279903903904,-0.005930550904504505,1.0,193,0.005518087407407408,-0.018723012538271605,2025.0,2023-03-01
2023-03-01,0.005113357766367138,0.002329507200256739,1.0000000000000002,193,0.01208487143571786,0.006883221385692847,1999.0,2023-04-01
2023-04-01,0.005751575222765164,0.006261118908881864,1.0000000000000002,191,-0.009241325677710844,-0.002264334548192771,1992.0,2023-05-01
2023-05-01,0.006235349678249677,0.006333347151866151,0.9999999999999998,190,0.015791523029682702,0.02429158684237462,1954.0,2023-06-01
2023-06-01,0.010435947104695534,0.006614035877882858,0.9999999999999998,188,0.015441377823408623,0.014109998624229979,1948.0,2023-07-01
2023-07-01,0.001383808844665561,-0.0025601068291873966,1.0,188,0.0016196313624678663,0.0006486216709511567,1945.0,2023-08-01
2023-08-01,0.003250002942097026,0.0009861138522691702,0.9999999999999999,187,-0.01174147202072539,-0.0033181662487046636,1930.0,2023-09-01
2023-09-01,-0.012691401797643793,-0.016796882630630627,0.9999999999999998,187,-0.014442527475375843,-0.011806407708657336,1929.0,2023-10-01
2023-10-01,0.015739632003167997,0.007760107029906255,1.0,188,0.04239612909521304,0.020831664355602315,1901.0,2023-11-01
2023-11-01,0.013993935978260869,0.0062358841304347825,1.0,184,0.038962366115527294,0.01922005492845787,1887.0,2023-12-01
2023-12-01,0.0018865345707855543,-0.002183852592076591,1.0000000000000002,181,0.0031744383103813555,0.0011328151694915253,1888.0,2024-01-01
2024-01-01,0.0013034095628415298,0.0006515893989071041,1.0,183,0.003829796584210526,0.011743157789473683,1900.0,2024-02-01
2024-02-01,0.01149856565934066,0.007591589725274726,1.0,182,0.012956644502096435,0.008189437756813417,1908.0,2024-03-01
2024-03-01,-0.00039721279331307005,-0.0010208519300911856,1.0,183,-0.009664645432616675,0.00100447798636602,1907.0,2024-04-01
2024-04-01,0.011194168956043957,0.005728791703296703,1.0,182,0.011296303850604946,0.001285203661230931,1901.0,2024-05-01
2024-05-01,0.008762103846153847,0.0036386178021978023,1.0,182,0.008276391254612546,0.00012838003162888778,1897.0,2024-06-01
2024-06-01,0.015596909508196722,0.007844672459016393,1.0,183,0.021856981074815596,0.006066614299262381,1898.0,2024-07-01
2024-07-01,0.013558645380167598,0.006875608881843576,1.0,183,0.016837896237519707,0.0066433934576983706,1903.0,2024-08-01
2024-08-01,0.016597394395885968,0.01008620412619127,0.9999999999999998,184,0.018126229574356282,0.008888867277982134,1903.0,2024-09-01
2024-09-01,0.002082580130726257,0.002169360079329609,1.0,183,-0.00446737387113951,0.00737997612886049,1878.0,2024-10-01
2024-10-01,0.003478938293269231,7.243955528846169e-05,1.0,184,0.011465949746300212,0.007004538123678647,1892.0,2024-11-01
2024-11-01,0.000754199269273743,-0.0030159666452513967,1.0,183,-0.00406116554564533,-0.0013491010230849948,1906.0,2024-12-01
2024-12-01,0.007617291135135136,0.004177740486486487,1.0,185,0.01347923774566474,0.00909919387808723,1903.0,2025-01-01
2025-01-01,0.0070763473798076924,0.002275784393028846,1.0,184,0.00729777434189827,-0.0048624278972207655,1907.0,2025-02-01
2025-02-01,0.002138071219543971,-0.0019467129633547568,1.0000000000000002,184,-0.01071649692469721,-0.015491602127435491,1899.0,2025-03-01
2025-03-01,0.002870543540973111,-0.0023001681152368756,0.9999999999999998,186,-0.004124969958268127,-0.013742058257694314,1917.0,2025-04-01
2025-04-01,0.007586291155660377,0.006607348985849056,0.9999999999999999,188,0.018250851891610215,0.02295959498697238,1919.0,2025-05-01
2025-05-01,0.0033091058801675978,-0.0011541591768156423,1.0,183,0.017645340233918127,0.009208617235513026,1881.0,2025-06-01
2025-06-01,0.003045500898152286,0.0008908164131831235,1.0000000000000002,182,0.00498948576657825,0.00632724202122016,1885.0,2025-07-01
2025-07-01,0.002633215777411439,-0.003114549762297867,0.9999999999999998,185,0.011466896411733892,0.0011111155945521215,1909.0,2025-08-01
2025-08-01,0.005869520223924093,0.0021297872388117024,0.9999999999999999,185,0.008884080345368917,0.005407285138670853,1911.0,2025-09-01
2025-09-01,0.006855895016357324,0.003465138505330632,1.0,187,3.37579341004183e-05,-0.003931424743723849,1912.0,2025-10-01
2025-10-01,0.003315499872863209,-0.0004459978601394296,1.0000000000000002,188,0.004736332146569646,-0.000986802266112266,1924.0,2025-11-01
2025-11-01,0.004960915589178633,0.001427358013279724,0.9999999999999999,183,0.004260843554404145,0.0025884641554404144,1930.0,2025-12-01
2025-12-01,0.00636524641886617,0.0039054279457249068,0.9999999999999999,184,0.0034121425271879855,0.0026344280217503882,1931.0,2026-01-01
2026-01-01,0.001058427061545908,-0.0030306634930312775,1.0,184,0.0008319286826973339,-0.008264893967590172,1913.0,2026-02-01
2026-02-01,-0.003735485144763133,-0.003902574267137437,0.9999999999999998,183,-0.013068694339125856,-0.0057090804791995785,1899.0,2026-03-01
2026-03-01,0.0,0.0,0.9999999999999998,183,,,,2026-04-01
